id,vectors,meta.name,meta.type,meta.role,year
seth_p_waxman,[],Seth P. Waxman,A,,2017
elizabeth_murrill,[],Elizabeth Murrill,A,,2017
brian_c_walsh,[],Brian C. Walsh,A,,2017
j_david_breemer,[],J. David Breemer,A,,2017
daniel_rogan,[],Daniel Rogan,A,,2017
theodore_b_olson,[],Theodore B. Olson,A,,2017
stuart_banner,[],Stuart Banner,A,,2017
brett_e_legner,[],Brett E. Legner,A,,2017
timothy_s_bishop,[],Timothy S. Bishop,A,,2017
michael_p_farris,[],Michael P. Farris,A,,2017
joshua_a_klein,[],Joshua A. Klein,A,,2017
malcolm_l_stewart,[],Malcolm L. Stewart,A,,2017
evan_r_chesler,[],Evan R. Chesler,A,,2017
allyson_n_ho,[],Allyson N. Ho,A,,2017
christopher_m_kise,[],Christopher M. Kise,A,,2017
scott_e_gant,[],Scott E. Gant,A,,2017
ann_oconnell,[],Ann O'Connell Adams,A,,2017
pratik_shah,[],Pratik A. Shah,A,,2017
david_j_zimmer,[],David J. Zimmer,A,,2017
frederick_liu,[],Frederick Liu,A,,2017
kristin_l_davidson,[],Kristin L. Davidson,A,,2017
jonathan_ellis,[],Jonathan Y. Ellis,A,,2017
asher_perlin,[],Asher Perlin,A,,2017
david_a_strauss,[],David A. Strauss,A,,2017
gregory_a__castanias,[],Gregory A.  Castanias,A,,2017
jonathan_c_bond,[],Jonathan C. Bond,A,,2017
e_joshua_rosenkranz,[],E. Joshua Rosenkranz,A,,2017
marty_j_jackley,[],Marty J. Jackley,A,,2017
george_s_isaacson,[],George S. Isaacson,A,,2017
ann_o'connell_adams,[],Ann O'Connell Adams,A,,2017
marcus_j_rael_jr,[],"Marcus J. Rael, Jr.",A,,2017
gregory_a_cross,[],Gregory A. Cross,A,,2017
morgan_goodspeed,[],Morgan Goodspeed,A,,2017
reuben_c_cahn,[],Reuben C. Cahn,A,,2017
david_s_hawkins,[],David S. Hawkins,A,,2017
eric_d_miller,[],Eric D. Miller,A,,2017
noah_purcell,[],Noah Purcell,A,,2017
william_m_jay,[],William M. Jay,A,,2017
mark_e_olive,[],Mark E. Olive,A,,2017
sarah_hawkins_warren,[],Sarah Hawkins Warren,A,,2017
thomas_h_dupree_jr,[],Thomas H. Dupree Jr.,A,,2017
j__john_g_roberts_jr,[],"John G. Roberts, Jr.",J,justice,2018
shay_dvoretzky,[],Shay Dvoretzky,A,,2018
j__ruth_bader_ginsburg,[],Ruth Bader Ginsburg,J,justice,2018
j__sonia_sotomayor,[],Sonia Sotomayor,J,justice,2018
j__stephen_g_breyer,[],Stephen G. Breyer,J,justice,2018
j__elena_kagan,[],Elena Kagan,J,justice,2018
j__neil_gorsuch,[],Neil Gorsuch,J,justice,2018
j__brett_m_kavanaugh,[],Brett M. Kavanaugh,J,justice,2018
thomas_c_goldstein,[],Thomas C. Goldstein,A,,2018
j__samuel_a_alito_jr,[],"Samuel A. Alito, Jr.",J,justice,2018
daniel_m_wall,[],Daniel M. Wall,A,,2018
noel_j_francisco,[],Noel J. Francisco,A,,2018
david_c_frederick,[],David C. Frederick,A,,2018
edwin_s_kneedler,[],Edwin S. Kneedler,A,,2018
pratik_shah,[],Pratik A. Shah,A,,2018
ishan_bhabha,[],Ishan Bhabha,A,,2018
anthony_a_yang,[],Anthony A. Yang,A,,2018
lisa_s_blatt,[],Lisa S. Blatt,A,,2018
rachel_p_kovner,[],Rachel P. Kovner,A,,2018
robert_n_hochman,[],Robert N. Hochman,A,,2018
d_john_sauer,[],D. John Sauer,A,,2018
ian_h_gershengorn,[],Ian H. Gershengorn,A,,2018
riyaz_a_kanji,[],Riyaz A. Kanji,A,,2018
theodore_j_boutrous_jr,[],Theodore J. Boutrous Jr.,A,,2018
earl_n_mayfield_iii,[],Earl N. Mayfield III,A,,2018
matthew_guarnieri,[],Matthew Guarnieri,A,,2018
daniel_r_ortiz,[],Daniel R. Ortiz,A,,2018
amy_l_weil,[],Amy L. Weil,A,,2018
lawrence_d_rosenberg,[],Lawrence D. Rosenberg,A,,2018
michael_r_huston,[],Michael R. Huston,A,,2018
lindsay_s_see,[],Lindsay S. See,A,,2018
barbara_d_underwood,[],Barbara D. Underwood,A,,2018
dale_e_ho,[],Dale E. Ho,A,,2018
douglas_n_letter,[],Douglas N. Letter,A,,2018
gregory_g_garre,[],Gregory G. Garre,A,,2018
morgan_l_ratner,[],Morgan L. Ratner,A,,2018
daniel_l_geyser,[],Daniel L. Geyser,A,,2018
sheri_lynn_johnson,[],Sheri Lynn Johnson,A,,2018
jason_davis,[],Jason Davis,A,,2018
j__clarence_thomas,[],Clarence Thomas,J,justice,2018
evan_young,[],Evan A. Young,A,,2018
robert_m_loeb,[],Robert M. Loeb,A,,2018
colleen_e_roh_sinzdak,[],Colleen E. Roh Sinzdak,A,,2018
raffi_melkonian,[],Raffi Melkonian,A,,2018
jonathan_c_bond,[],Jonathan C. Bond,A,,2018
aaron_m_panner,[],Aaron M. Panner,A,,2018
peter_k_stris,[],Peter K. Stris,A,,2018
jonathan_ellis,[],Jonathan Y. Ellis,A,,2018
seth_p_waxman,[],Seth P. Waxman,A,,2018
erwin_chemerinsky,[],Erwin Chemerinsky,A,,2018
theodore_h_frank,[],Theodore H. Frank,A,,2018
jeffrey_b_wall,[],Jeffrey B. Wall,A,,2018
andrew_j_pincus,[],Andrew J. Pincus,A,,2018
jeffrey_a_lamken,[],Jeffrey A. Lamken,A,,2018
louis_a_chaiten,[],Louis A. Chaiten,A,,2018
eric_j_feigin,[],Eric J. Feigin,A,,2018
kyle_d_hawkins,[],Kyle D. Hawkins,A,,2018
amir_h_ali,[],Amir H. Ali,A,,2018
kenneth_k_jorgensen,[],Kenneth K. Jorgensen,A,,2018
allon_kedem,[],Allon Kedem,A,,2018
sarah_baumgartel,[],Sarah Baumgartel,A,,2018
kannon_k_shanmugam,[],Kannon K. Shanmugam,A,,2018
malcolm_l_stewart,[],Malcolm L. Stewart,A,,2018
william_m_jay,[],William M. Jay,A,,2018
george_w_hicks_jr_,[],"George W. Hicks, Jr.",A,,2018
frederick_liu,[],Frederick Liu,A,,2018
john_g_knepper,[],John G. Knepper,A,,2018
william_p_barnette,[],William P. Barnette,A,,2018
f_paul_bland_jr,[],"F. Paul Bland, Jr.",A,,2018
john_r_sommer,[],John R. Sommer,A,,2018
jeffrey_l_fisher,[],Jeffrey L. Fisher,A,,2018
donald_b_verrilli_jr,[],"Donald B. Verrilli, Jr.",A,,2018
paul_w_hughes,[],Paul W. Hughes,A,,2018
j_david_breemer,[],J. David Breemer,A,,2018
teresa_ficken_sachs,[],Teresa Ficken Sachs,A,,2018
steven_m_sullivan,[],Steven M. Sullivan,A,,2018
michael_b_kimberly,[],Michael B. Kimberly,A,,2018
michele_m_vercoski,[],Michele M. Vercoski,A,,2018
robert_heim,[],Robert Heim,A,,2018
christopher_g_michel,[],Christopher G. Michel,A,,2018
bryan_a_stevenson,[],Bryan A. Stevenson,A,,2018
thomas_r_govan_jr_,[],"Thomas R. Govan, Jr.",A,,2018
michael_b_de_leeuw,[],Michael B. de Leeuw,A,,2018
neal_kumar_katyal,[],Neal Kumar Katyal,A,,2018
thomas_j_o_connor,[],Thomas J. O'Connor,A,,2018
danielle_spinelli,[],Danielle Spinelli,A,,2018
zachary_d_tripp,[],Zachary D. Tripp,A,,2018
douglas_hallward_driemeier,[],Douglas Hallward-Driemeier,A,,2018
andrew_r_hinkel,[],Andrew R. Hinkel,A,,2018
hannah_s_jurss,[],Hannah S. Jurss,A,,2018
vanessa_f_malone,[],Vanessa F. Malone,A,,2018
jenny_ellickson,[],Jenny Ellickson,A,,2018
e_joshua_rosenkranz,[],E. Joshua Rosenkranz,A,,2018
jennifer_d_bennett,[],Jennifer D. Bennett,A,,2018
cecillia_d_wang,[],Cecillia D. Wang,A,,2018
dario_borghesan,[],Dario Borghesan,A,,2018
zane_d_wilson,[],Zane D. Wilson,A,,2018
matthew_w_sawchak,[],Matthew W. Sawchak,A,,2018
david_a_o_neil,[],David A. O'Neil,A,,2018
john_hueston,[],John Hueston,A,,2018
jonathan_a_herstoff,[],Jonathan A. Herstoff,A,,2018
paul_d_clement,[],Paul D. Clement,A,,2018
carter_g_phillips,[],Carter G. Phillips,A,,2018
glenn_l_hara,[],Glenn L. Hara,A,,2018
jeremy_c_marwell,[],Jeremy C. Marwell,A,,2018
rosemary_t_cakmis,[],Rosemary T. Cakmis,A,,2018
christopher_m_curran,[],Christopher M. Curran,A,,2018
erica_l_ross,[],Erica L. Ross,A,,2018
beth_s_brinkmann,[],Beth S. Brinkmann,A,,2018
mark_a_perry,[],Mark A. Perry,A,,2018
emmet_j_bondurant_ii,[],"Emmet J. Bondurant, II",A,,2018
allison_j_riggs,[],Allison J. Riggs,A,,2018
deepak_gupta,[],Deepak Gupta,A,,2018
brenda_g_bryn,[],Brenda G. Bryn,A,,2018
matthew_t_findley,[],Matthew T. Findley,A,,2018
ruth_botstein,[],Ruth Botstein,A,,2018
sopan_joshi,[],Sopan Joshi,A,,2018
nicole_saharsky,[],Nicole A. Saharsky,A,,2018
david_l_franklin,[],David L. Franklin,A,,2018
franklin_taylor_rouse,[],Franklin Taylor Rouse,A,,2018
ann_oconnell,[],Ann O'Connell Adams,A,,2018
michael_a_carvin,[],Michael A. Carvin,A,,2018
monica_l_miller,[],Monica L. Miller,A,,2018
wesley_p_hottot,[],Wesley P. Hottot,A,,2018
thomas_m_fisher,[],Thomas M. Fisher,A,,2018
brandon_e_beck,[],Brandon E. Beck,A,,2018
william_d_lunn,[],William D. Lunn,A,,2018
toby_j_heytens,[],Toby J. Heytens,A,,2018
marc_e_elias,[],Marc E. Elias,A,,2018
charles_j_cooper,[],Charles J. Cooper,A,,2018
noah_purcell,[],Noah Purcell,A,,2018
adam_g_unikowsky,[],Adam G. Unikowsky,A,,2018
timothy_s_bishop,[],Timothy S. Bishop,A,,2018
