id,vectors,meta.name,meta.type,meta.role,year
g_eric_brunstad_jr,[],"G. Eric Brunstad, Jr.",A,,2009
randall_l__allen,[],Randall L.  Allen,A,,2009
judith_resnik,[],Judith Resnik,A,,2009
lawrence_s_robbins,[],Lawrence S. Robbins,A,,2009
thomas_dubbs,[],Thomas A. Dubbs,A,,2009
george_t_conway_iii,[],George T. Conway III,A,,2009
sheldon_e_richie,[],Sheldon E. Richie,A,,2009
eric_d_miller,[],Eric D. Miller,A,,2009
richard_blumenthal,[],Richard Blumenthal,A,,2009
stephen_b_kinnaird,[],Stephen B. Kinnaird,A,,2009
wm_robert_long_jr,[],Wm. Robert Long Jr.,A,,2009
mark_h_cohen,[],Mark H. Cohen,A,,2009
stephen_sanders,[],Stephen Sanders,A,,2009
charles_s_sims,[],Charles S. Sims,A,,2009
deborah_jones_merritt,[],Deborah Jones Merritt,A,,2009
joel_d_mcgormley,[],Joel D. McGormley,A,,2009
marla_r_mccowan,[],Marla R. McCowan,A,,2009
robert_f_friedman,[],Robert F. Friedman,A,,2009
ian_e_silverberg,[],Ian E. Silverberg,A,,2009
jaclyn_s_frankfurt,[],Jaclyn S. Frankfurt,A,,2009
peter_j_eliasberg,[],Peter J. Eliasberg,A,,2009
shay_dvoretzky,[],Shay Dvoretzky,A,,2009
patricia_a_millett,[],Patricia A. Millett,A,,2009
craig_g_goldblatt,[],Craig G Goldblatt,A,,2009
scott_l_nelson,[],Scott L. Nelson,A,,2009
christopher_landau,[],Christopher Landau,A,,2009
richard_cordray,[],Richard Cordray,A,,2009
michael_j_benza,[],Michael J. Benza,A,,2009
h_christopher_bartolomucci,[],H. Christopher Bartolomucci,A,,2009
seth_p_waxman,[],Seth P. Waxman,A,,2009
cornelia_tl_pillard,[],Cornelia Tl Pillard,A,,2009
d_kent_safriet,[],D. Kent Safriet,A,,2009
bryan_a_stevenson,[],Bryan A. Stevenson,A,,2009
thomas_h__geoghegan,[],Thomas H.  Geoghegan,A,,2009
g_alan_dubois,[],G. Alan DuBois,A,,2009
herald_p_fahringer,[],Herald Price Fahringer,A,,2009
benjamin_j_horwich,[],Benjamin J. Horwich,A,,2009
madeleine_c_wanslee,[],Madeleine C. Wanslee,A,,2009
michael_j_meehan,[],Michael J. Meehan,A,,2009
donald_b_ayer,[],Donald B. Ayer,A,,2009
kerry_scanlon,[],Kerry A. Scanlon,A,,2009
j__john_g_roberts_jr,[],"John G. Roberts, Jr.",J,justice,2010
david_l_horan,[],David L. Horan,A,,2010
j__samuel_a_alito_jr,[],"Samuel A. Alito, Jr.",J,justice,2010
j__ruth_bader_ginsburg,[],Ruth Bader Ginsburg,J,justice,2010
j__sonia_sotomayor,[],Sonia Sotomayor,J,justice,2010
j__antonin_scalia,[],Antonin Scalia,J,justice,2010
j__stephen_g_breyer,[],Stephen G. Breyer,J,justice,2010
james_e_ryan,[],James E. Ryan,A,,2010
roy_w_mcleese,[],"Roy W. McLeese, III",A,,2010
<INAUDIBLE>,[],<INAUDIBLE>,U,inaudible,2010
peter_d_keisler,[],Peter D. Keisler,A,,2010
j__anthony_m_kennedy,[],Anthony M. Kennedy,J,justice,2010
j__elena_kagan,[],Elena Kagan,J,justice,2010
neal_kumar_katyal,[],Neal Kumar Katyal,A,,2010
barbara_d_underwood,[],Barbara D. Underwood,A,,2010
paula_s_bickett,[],Paula S. Bickett,A,,2010
paul_bender,[],Paul Bender,A,,2010
william_r_maurer,[],William R. Maurer,A,,2010
bradley_s_phillips,[],Bradley S. Phillips,A,,2010
william_m_jay,[],William M. Jay,A,,2010
lee_gelernt,[],Lee Gelernt,A,,2010
lisa_s_blatt,[],Lisa S. Blatt,A,,2010
ginger_d_anders,[],Ginger D. Anders,A,,2010
david_c_frederick,[],David C. Frederick,A,,2010
andrew_j_pincus,[],Andrew J. Pincus,A,,2010
deepak_gupta,[],Deepak Gupta,A,,2010
donald_b_ayer,[],Donald B. Ayer,A,,2010
malcolm_l_stewart,[],Malcolm L. Stewart,A,,2010
mark_c_fleming,[],Mark C. Fleming,A,,2010
paul_d_clement,[],Paul D. Clement,A,,2010
michael_r_dreeben,[],Michael R. Dreeben,A,,2010
stephen_r_mcallister,[],Stephen R. McAllister,A,,2010
daniel_r_ortiz,[],Daniel R. Ortiz,A,,2010
joseph_r_palmore,[],Joseph R. Palmore,A,,2010
eric_schnapper,[],Eric Schnapper,A,,2010
zackery_p_morazzini,[],Zackery P. Morazzini,A,,2010
paul_m_smith,[],Paul M. Smith,A,,2010
carter_g_phillips,[],Carter G. Phillips,A,,2010
donald_specter,[],Donald Specter,A,,2010
kathleen_m_sullivan,[],Kathleen M. Sullivan,A,,2010
benjamin_j_horwich,[],Benjamin J. Horwich,A,,2010
jeffrey_l_fisher,[],Jeffrey L. Fisher,A,,2010
gary_k_king,[],Gary K. King,A,,2010
john_r_kroger,[],John R. Kroger,A,,2010
leondra_r_kruger,[],Leondra R. Kruger,A,,2010
carolyn_kubitschek,[],Carolyn A. Kubitschek,A,,2010
mary_r_ogrady,[],Mary R O'grady,A,,2010
seth_p_waxman,[],Seth P. Waxman,A,,2010
gregory_a_beck,[],Gregory A. Beck,A,,2010
theodore_b_olson,[],Theodore B. Olson,A,,2010
stephen_r_bruce,[],Stephen R. Bruce,A,,2010
edwin_s_kneedler,[],Edwin S. Kneedler,A,,2010
s_kyle_duncan,[],S. Kyle Duncan,A,,2010
j_gordon_cooney_jr,[],J. Gordon Cooney Jr.,A,,2010
roy_t_englert_jr,[],"Roy T. Englert, Jr.",A,,2010
aaron_m_panner,[],Aaron M. Panner,A,,2010
charles_a_rothfeld,[],Charles A. Rothfeld,A,,2010
melissa_a_sherry,[],Melissa A. Sherry,A,,2010
corey_l_maze,[],Corey L. Maze,A,,2010
james_w_bilderback_ii,[],James W. Bilderback II,A,,2010
sean_k_kennedy,[],Sean K. Kennedy,A,,2010
orin_s_kerr,[],Orin S. Kerr,A,,2010
nicole_saharsky,[],Nicole A. Saharsky,A,,2010
david_boies,[],David Boies,A,,2010
david_sterling,[],David Sterling,A,,2010
anthony_a_yang,[],Anthony A. Yang,A,,2010
geoffrey_m_klineberg,[],Geoffrey M. Klineberg,A,,2010
steven_f_hubachek,[],Steven F. Hubachek,A,,2010
stephen_m_crawford,[],Stephen M. Crawford,A,,2010
sarah_harrington,[],Sarah Harrington,A,,2010
e_joshua_rosenkranz,[],E. Joshua Rosenkranz,A,,2010
mark_t_stancil,[],Mark T. Stancil,A,,2010
frank_w_heft_jr,[],"Frank W. Heft, Jr.",A,,2010
curtis_e_gannon,[],Curtis E. Gannon,A,,2010
william_dunnegan,[],William Dunnegan,A,,2010
r_ted_cruz,[],R. Ted Cruz,A,,2010
meir_feder,[],Meir Feder,A,,2010
collyn_peddie,[],Collyn Peddie,A,,2010
harry_j_colombo,[],Harry Joseph Colombo,A,,2010
clifford_gardner,[],Clifford Gardner,A,,2010
eric_d_miller,[],Eric D. Miller,A,,2010
arthur_f_fergenson,[],Arthur F. Fergenson,A,,2010
alexander_w_ross_jr,[],Alexander W. Ross Jr.,A,,2010
barbara_s_blackman,[],Barbara S. Blackman,A,,2010
roy_cooper,[],Roy A. Cooper III,A,,2010
eric_j_feigin,[],Eric J. Feigin,A,,2010
mark_a_perry,[],Mark A. Perry,A,,2010
james_h_kaster,[],James H. Kaster,A,,2010
jeffrey_b_wall,[],Jeffrey B. Wall,A,,2010
joshua_d_farley,[],Joshua D. Farley,A,,2010
ann_oconnell,[],Ann O'Connell Adams,A,,2010
jamesa_j_drake,[],Jamesa J. Drake,A,,2010
timothy_t_coates,[],Timothy T. Coates,A,,2010
jonathan_hacker,[],Jonathan Hacker,A,,2010
pratik_shah,[],Pratik A. Shah,A,,2010
matthew_d_roberts,[],Matthew D. Roberts,A,,2010
stephen_c_gordon,[],Stephen C. Gordon,A,,2010
lori_b_palmer,[],Lori B. Palmer,A,,2010
peter_jon_van_hoek,[],Peter Jon Van Hoek,A,,2010
thomas_g_hungar,[],Thomas G. Hungar,A,,2010
david_s_mann,[],David S. Mann,A,,2010
steve_bullock,[],Steve Bullock,A,,2010
peter_kenneth_michael,[],Peter Kenneth Michael,A,,2010
dan_stormer,[],Dan Stormer,A,,2010
john_p_elwood,[],John P. Elwood,A,,2010
david_e_mills,[],David E. Mills,A,,2010
benjamin_c_mizer,[],Benjamin C. Mizer,A,,2010
alfredo_parrish,[],Alfredo Parrish,A,,2010
roy_w_mcleese_iii,[],Roy W Mcleese Iii,A,,2010
adam_g_ciongoli,[],Adam G. Ciongoli,A,,2010
jay_p_lefkowitz,[],Jay P. Lefkowitz,A,,2010
louis_m_bograd,[],Louis M. Bograd,A,,2010
steven_t_wax,[],Steven T. Wax,A,,2010
christopher_p_burke,[],Christopher P. Burke,A,,2010
deanne_e_maynard,[],Deanne E. Maynard,A,,2010
steven_alan_reiss,[],Steven Alan Reiss,A,,2010
jonathan_willens,[],Jonathan A. Willens,A,,2010
melissa_arbus_sherry,[],Melissa Arbus Sherry,A,,2010
robert_c_owen,[],Robert C. Owen,A,,2010
gregory_s_coleman,[],Gregory S. Coleman,A,,2010
richard_monahan,[],Richard A. Monahan,A,,2010
philip_s_beck,[],Philip S. Beck,A,,2010
sean_e_summers,[],Sean E. Summers,A,,2010
margie_j_phelps,[],Margie J. Phelps,A,,2010
bridget_c_asay,[],Bridget C. Asay,A,,2010
thomas_c_goldstein,[],Thomas C. Goldstein,A,,2010
kevin_k_russell,[],Kevin K. Russell,A,,2010
james_c_ho,[],James C. Ho,A,,2010
roy_g_davis,[],Roy G. Davis,A,,2010
kent_l_richland,[],Kent L. Richland,A,,2010
william_e_marsh,[],William E. Marsh,A,,2010
john_j_bursch,[],John J. Bursch,A,,2010
scott_h_angstreich,[],Scott H. Angstreich,A,,2010
reuben_c_cahn,[],Reuben C. Cahn,A,,2010
stephanos_bibas,[],Stephanos Bibas,A,,2010
leigh_gross_latherow,[],Leigh Gross Latherow,A,,2010
kristina_schwarz,[],Kristina Schwarz,A,,2010
caitlin_j_halligan,[],Caitlin J. Halligan,A,,2010
steven_d_gordon,[],Steven D. Gordon,A,,2010
danielle_spinelli,[],Danielle Spinelli,A,,2010
seth_m_galanter,[],Seth M. Galanter,A,,2010
earle_duncan_getchell_jr,[],Earle Duncan Getchell Jr,A,,2010
theodore_j_boutrous_jr,[],Theodore J. Boutrous Jr.,A,,2010
joseph_m_sellers,[],Joseph M. Sellers,A,,2010
todd_marshall,[],Todd Marshall,A,,2010
michael_r_bigelow,[],Michael R Bigelow,A,,2010
aaron_l_weisman,[],Aaron L. Weisman,A,,2010
judith_h_mizner,[],Judith H. Mizner,A,,2010
martin_n__buchanan,[],Martin N.  Buchanan,A,,2010
gregory_g_garre,[],Gregory G. Garre,A,,2010
j__john_g_roberts_jr,[],"John G. Roberts, Jr.",J,justice,2011
paul_d_clement,[],Paul D. Clement,A,,2011
j__sonia_sotomayor,[],Sonia Sotomayor,J,justice,2011
j__ruth_bader_ginsburg,[],Ruth Bader Ginsburg,J,justice,2011
j__anthony_m_kennedy,[],Anthony M. Kennedy,J,justice,2011
j__stephen_g_breyer,[],Stephen G. Breyer,J,justice,2011
j__antonin_scalia,[],Antonin Scalia,J,justice,2011
j__samuel_a_alito_jr,[],"Samuel A. Alito, Jr.",J,justice,2011
donald_b_verrilli_jr,[],"Donald B. Verrilli, Jr.",A,,2011
mark_t_stancil,[],Mark T. Stancil,A,,2011
j__elena_kagan,[],Elena Kagan,J,justice,2011
eric_d_miller,[],Eric D. Miller,A,,2011
charles_a_rothfeld,[],Charles A. Rothfeld,A,,2011
clifford_m_sloan,[],Clifford M. Sloan,A,,2011
dustin_mcdaniel,[],Dustin McDaniel,A,,2011
james_f_hurst,[],James F. Hurst,A,,2011
benjamin_j_horwich,[],Benjamin J. Horwich,A,,2011
mark_a_perry,[],Mark A. Perry,A,,2011
thomas_c_goldstein,[],Thomas C. Goldstein,A,,2011
malcolm_l_stewart,[],Malcolm L. Stewart,A,,2011
michael_l_foreman,[],Michael L. Foreman,A,,2011
john_b_howard_jr,[],John B. Howard Jr.,A,,2011
michael_w_mcconnell,[],Michael W. McConnell,A,,2011
scott_l_nelson,[],Scott L. Nelson,A,,2011
christopher_landau,[],Christopher Landau,A,,2011
jeffrey_b_wall,[],Jeffrey B. Wall,A,,2011
jeffrey_i_tilden,[],Jeffrey I. Tilden,A,,2011
stephen_e_eberhardt,[],Stephen E. Eberhardt,A,,2011
michael_r_dreeben,[],Michael R. Dreeben,A,,2011
miguel_a_estrada,[],Miguel A. Estrada,A,,2011
karin_s_schwartz,[],Karin S. Schwartz,A,,2011
edwin_s_kneedler,[],Edwin S. Kneedler,A,,2011
carter_g_phillips,[],Carter G. Phillips,A,,2011
harvey_a_schwartz,[],Harvey A. Schwartz,A,,2011
eric_j_feigin,[],Eric J. Feigin,A,,2011
raymond_cardozo,[],Raymond A. Cardozo,A,,2011
seth_p_waxman,[],Seth P. Waxman,A,,2011
patricia_a_millett,[],Patricia A. Millett,A,,2011
michael_a_mcgill,[],Michael A Mcgill,A,,2011
nicole_saharsky,[],Nicole A. Saharsky,A,,2011
aaron_m_panner,[],Aaron M. Panner,A,,2011
jeffrey_a_lamken,[],Jeffrey A. Lamken,A,,2011
anthony_a_yang,[],Anthony A. Yang,A,,2011
kevin_k_russell,[],Kevin K. Russell,A,,2011
ann_oconnell,[],Ann O'Connell Adams,A,,2011
thomas_m_hefferon,[],Thomas M. Hefferon,A,,2011
anthony_t_falzone,[],Anthony T. Falzone,A,,2011
jonathan_f_mitchell,[],Jonathan F. Mitchell,A,,2011
jeffrey_l_fisher,[],Jeffrey L. Fisher,A,,2011
ronald_eisenberg,[],Ronald Eisenberg,A,,2011
susan_m_freeman,[],Susan M. Freeman,A,,2011
pratik_shah,[],Pratik A. Shah,A,,2011
leondra_r_kruger,[],Leondra R. Kruger,A,,2011
stephen_b_kinnaird,[],Stephen B. Kinnaird,A,,2011
douglas_laycock,[],Douglas Laycock,A,,2011
<INAUDIBLE>,[],<INAUDIBLE>,U,inaudible,2011
john_j_bursch,[],John J. Bursch,A,,2011
ginger_d_anders,[],Ginger D. Anders,A,,2011
elizabeth_l_jacobs,[],Elizabeth L. Jacobs,A,,2011
mark_c_fleming,[],Mark C. Fleming,A,,2011
curtis_e_gannon,[],Curtis E. Gannon,A,,2011
thomas_j_whalen,[],Thomas J. Whalen,A,,2011
paul_l_hoffman,[],Paul L. Hoffman,A,,2011
kathleen_m_sullivan,[],Kathleen M. Sullivan,A,,2011
paul_hoffman,[],Paul Hoffman,A,,2011
william_j_young,[],William J. Young,A,,2011
jeremiah_collins,[],Jeremiah Collins,A,,2011
david_c_frederick,[],David C. Frederick,A,,2011
sarah_e_harrington,[],Sarah E. Harrington,A,,2011
jonathan_hacker,[],Jonathan Hacker,A,,2011
william_m_jay,[],William M. Jay,A,,2011
valerie_r_newman,[],Valerie R. Newman,A,,2011
gregory_g_garre,[],Gregory G. Garre,A,,2011
john_c_neiman_jr,[],John C. Neiman Jr.,A,,2011
ward_campbell,[],Ward A. Campbell,A,,2011
robert_d_bartels,[],Robert D. Bartels,A,,2011
kent_e_cattani,[],Kent E. Cattani,A,,2011
matthew_t_nelson,[],Matthew T. Nelson,A,,2011
stephen_m_shapiro,[],Stephen M. Shapiro,A,,2011
richard_p_bress,[],Richard P. Bress,A,,2011
timothy_t_coates,[],Timothy T. Coates,A,,2011
sri_srinivasan,[],Sri Srinivasan,A,,2011
paul_rq_wolfson,[],Paul Rq Wolfson,A,,2011
bryan_a_stevenson,[],Bryan A. Stevenson,A,,2011
kent_g_holt,[],Kent G. Holt,A,,2011
jonathan_s_franklin,[],Jonathan S. Franklin,A,,2011
john_f_preis,[],John F. Preis,A,,2011
chris_koster,[],Chris Koster,A,,2011
emmett_d_queener,[],Emmett D. Queener,A,,2011
laura_g_ferguson,[],Laura G. Ferguson,A,,2011
h_bartow_farr_iii,[],"H. Bartow Farr, III",A,,2011
robert_a_long,[],Robert A. Long,A,,2011
gregory_g_katsas,[],Gregory G. Katsas,A,,2011
michael_a_carvin,[],Michael A. Carvin,A,,2011
steven_j_wells,[],Steven J. Wells,A,,2011
susan_k_smith,[],Susan K. Smith,A,,2011
joseph_r_palmore,[],Joseph R. Palmore,A,,2011
richard_guerriero,[],Richard Guerriero,A,,2011
michael_delaney,[],Michael A. Delaney,A,,2011
jose_garza,[],Jose Garza,A,,2011
david_m_neff,[],David M. Neff,A,,2011
deanne_e_maynard,[],Deanne E. Maynard,A,,2011
andrew_j_pincus,[],Andrew J. Pincus,A,,2011
john_c_jones,[],John C. Jones,A,,2011
sean_r_gallagher,[],Sean R. Gallagher,A,,2011
david_lane,[],David A. Lane,A,,2011
candace_cain,[],Candace Cain,A,,2011
melissa_arbus_sherry,[],Melissa Arbus Sherry,A,,2011
joshua_t_gillelan_ii,[],Joshua T. Gillelan II,A,,2011
peter_d_keisler,[],Peter D. Keisler,A,,2011
damien_m_schiff,[],Damien M. Schiff,A,,2011
mark_r_freeman,[],Mark R. Freeman,A,,2011
jason_d_hawkins,[],Jason D. Hawkins,A,,2011
evan_young,[],Evan A. Young,A,,2011
kannon_k_shanmugam,[],Kannon K. Shanmugam,A,,2011
donna_r_andrieu,[],Donna R. Andrieu,A,,2011
michael_s__fried,[],Michael S.  Fried,A,,2011
dan_himmelfarb,[],Dan Himmelfarb,A,,2011
jonathan_d_libby,[],Jonathan D. Libby,A,,2011
stephen_c_leckar,[],Stephen C. Leckar,A,,2011
stephanos_bibas,[],Stephanos Bibas,A,,2011
beau_b_brindley,[],Beau B. Brindley,A,,2011
brian_w_carroll,[],Brian W. Carroll,A,,2011
anita_alvarez,[],Anita Alvarez,A,,2011
kathleen_lord,[],Kathleen A. Lord,A,,2011
daniel_d_domenico,[],Daniel D. Domenico,A,,2011
nathan_lewin,[],Nathan Lewin,A,,2011
j__john_g_roberts_jr,[],"John G. Roberts, Jr.",J,justice,2012
lisa_s_blatt,[],Lisa S. Blatt,A,,2012
j__sonia_sotomayor,[],Sonia Sotomayor,J,justice,2012
j__antonin_scalia,[],Antonin Scalia,J,justice,2012
j__ruth_bader_ginsburg,[],Ruth Bader Ginsburg,J,justice,2012
j__elena_kagan,[],Elena Kagan,J,justice,2012
j__stephen_g_breyer,[],Stephen G. Breyer,J,justice,2012
j__anthony_m_kennedy,[],Anthony M. Kennedy,J,justice,2012
paul_d_clement,[],Paul D. Clement,A,,2012
charles_a_rothfeld,[],Charles A. Rothfeld,A,,2012
j__samuel_a_alito_jr,[],"Samuel A. Alito, Jr.",J,justice,2012
edwin_s_kneedler,[],Edwin S. Kneedler,A,,2012
sri_srinivasan,[],Sri Srinivasan,A,,2012
david_w_bowker,[],David W. Bowker,A,,2012
mary_e_maguire,[],Mary E. Maguire,A,,2012
michael_r_dreeben,[],Michael R. Dreeben,A,,2012
james_w_dabney,[],James W. Dabney,A,,2012
ginger_d_anders,[],Ginger D. Anders,A,,2012
thomas_c_goldstein,[],Thomas C. Goldstein,A,,2012
michael_k_kellogg,[],Michael K. Kellogg,A,,2012
malcolm_l_stewart,[],Malcolm L. Stewart,A,,2012
daniel_n_lerman,[],Daniel N. Lerman,A,,2012
john_f_bash,[],John F. Bash,A,,2012
steven_s_rosenthal,[],Steven S. Rosenthal,A,,2012
seth_p_waxman,[],Seth P. Waxman,A,,2012
david_c_frederick,[],David C. Frederick,A,,2012
melissa_arbus_sherry,[],Melissa Arbus Sherry,A,,2012
thomas_c_horne,[],Thomas C. Horne,A,,2012
patricia_a_millett,[],Patricia A. Millett,A,,2012
james_f_goodhart,[],James F. Goodhart,A,,2012
christopher_a_hansen,[],Christopher A. Hansen,A,,2012
donald_b_verrilli_jr,[],"Donald B. Verrilli, Jr.",A,,2012
gregory_a_castanias,[],Gregory A. Castanias,A,,2012
kannon_k_shanmugam,[],Kannon K. Shanmugam,A,,2012
jeffrey_b_wall,[],Jeffrey B. Wall,A,,2012
mark_p_walters,[],Mark P. Walters,A,,2012
richard_bourke,[],Richard Bourke,A,,2012
carla_s_sigler,[],Carla S. Sigler,A,,2012
j__clarence_thomas,[],Clarence Thomas,J,justice,2012
thomas_m_byrne,[],Thomas M. Byrne,A,,2012
bill_d_bensinger,[],Bill D. Bensinger,A,,2012
curtis_e_gannon,[],Curtis E. Gannon,A,,2012
michael_e_manely,[],Michael E. Manely,A,,2012
nicole_saharsky,[],Nicole A. Saharsky,A,,2012
stephen_j_cullen,[],Stephen J. Cullen,A,,2012
jeffrey_l_fisher,[],Jeffrey L. Fisher,A,,2012
jameel_jaffer,[],Jameel Jaffer,A,,2012
miguel_a_estrada,[],Miguel A. Estrada,A,,2012
barry_barnett,[],Barry Barnett,A,,2012
andre_d_bouffard,[],Andre D. Bouffard,A,,2012
brian_c_shaughnessy,[],Brian C. Shaughnessy,A,,2012
lewis_s_yelin,[],Lewis S. Yelin,A,,2012
timothy_s_bishop,[],Timothy S. Bishop,A,,2012
dan_b_johnson,[],Dan B. Johnson,A,,2012
benjamin_j_horwich,[],Benjamin J. Horwich,A,,2012
david_a_moran,[],David A. Moran,A,,2012
timothy_a_baughman,[],Timothy A. Baughman,A,,2012
bert_w_rein,[],Bert W. Rein,A,,2012
gregory_g_garre,[],Gregory G. Garre,A,,2012
joseph_r_palmore,[],Joseph R. Palmore,A,,2012
glen_p_gifford,[],Glen P. Gifford,A,,2012
howard_k_blumberg,[],Howard K. Blumberg,A,,2012
jeffrey_i_weinberger,[],Jeffrey I. Weinberger,A,,2012
lewis_j_liman,[],Lewis J. Liman,A,,2012
ronald_mann,[],Ronald Mann,A,,2012
neal_kumar_katyal,[],Neal Kumar Katyal,A,,2012
anthony_a_yang,[],Anthony A. Yang,A,,2012
jane_webre,[],Jane Webre,A,,2012
thomas_m_michel,[],Thomas M. Michel,A,,2012
patricia_gilley,[],Patricia A. Gilley,A,,2012
daniel_h_ruttenberg,[],Daniel H. Ruttenberg,A,,2012
steffen_n_johnson,[],Steffen N. Johnson,A,,2012
elaine_j_goldenberg,[],Elaine J. Goldenberg,A,,2012
charles_j_cooper,[],Charles J. Cooper,A,,2012
theodore_b_olson,[],Theodore B. Olson,A,,2012
michael_w_mcconnell,[],Michael W. McConnell,A,,2012
stephanie_brenan,[],Stephanie Brenan,A,,2012
kurt_d_hermansen,[],Kurt D. Hermansen,A,,2012
e_joshua_rosenkranz,[],E. Joshua Rosenkranz,A,,2012
eric_schnapper,[],Eric Schnapper,A,,2012
sarah_e_harrington,[],Sarah E. Harrington,A,,2012
paul_j_beard_ii,[],Paul J. Beard II,A,,2012
paul_r_q_wolfson,[],Paul R. Q. Wolfson,A,,2012
james_a_feldman,[],James A. Feldman,A,,2012
pratik_shah,[],Pratik A. Shah,A,,2012
timothy_t_coates,[],Timothy T. Coates,A,,2012
aaron_colangelo,[],Aaron Colangelo,A,,2012
joseph_r_guerra,[],Joseph R. Guerra,A,,2012
allison_m_zieve,[],Allison M. Zieve,A,,2012
eric_j_feigin,[],Eric J. Feigin,A,,2012
katherine_winfree,[],Katherine Winfree,A,,2012
deepak_gupta,[],Deepak Gupta,A,,2012
e_duncan_getchell_jr,[],"E. Duncan Getchell, Jr.",A,,2012
john_j_bursch,[],John J. Bursch,A,,2012
chad_a_readler,[],Chad A. Readler,A,,2012
kenneth_m_mogill,[],Kenneth M. Mogill,A,,2012
christopher_j_paolella,[],Christopher J. Paolella,A,,2012
jeffrey_s_bucholtz,[],Jeffrey S. Bucholtz,A,,2012
john_n_koester_jr,[],"John N. Koester, Jr.",A,,2012
steven_r_shapiro,[],Steven R. Shapiro,A,,2012
jay_p_lefkowitz,[],Jay P. Lefkowitz,A,,2012
eric_d_katz,[],Eric D. Katz,A,,2012
stephen_b_kinnaird,[],Stephen B. Kinnaird,A,,2012
ann_oconnell,[],Ann O'Connell Adams,A,,2012
leticia_marquez,[],Leticia Marquez,A,,2012
alexandra_t_schimmer,[],Alexandra T. Schimmer,A,,2012
scott_michelman,[],Scott Michelman,A,,2012
alan_k_curry,[],Alan K. Curry,A,,2012
john_f_manning,[],John F. Manning,A,,2012
robert_l_roth,[],Robert L. Roth,A,,2012
robert_t_fishman,[],Robert T. Fishman,A,,2012
debo_p_adegbile,[],Debo P. Adegbile,A,,2012
a_j_kramer,[],A. J. Kramer,A,,2012
theodore_j_boutrous_jr,[],Theodore J. Boutrous Jr.,A,,2012
warren_wolf,[],Warren A. Wolf,A,,2012
andrew_s_oldham,[],Andrew S. Oldham,A,,2012
john_g_jacobs,[],John G. Jacobs,A,,2012
robert_m_yablon,[],Robert M. Yablon,A,,2012
m_carolyn_fuentes,[],M. Carolyn Fuentes,A,,2012
vicki_c_jackson,[],Vicki C. Jackson,A,,2012
roberta_kaplan,[],Roberta A. Kaplan,A,,2012
daryl_l_joseffer,[],Daryl L. Joseffer,A,,2012
brian_p_lauten,[],Brian P. Lauten,A,,2012
matthew_wh_wessler,[],Matthew W.H. Wessler,A,,2012
daniel_r_ortiz,[],Daniel R. Ortiz,A,,2012
john_f_maddrey,[],John F. Maddrey,A,,2012
christopher_g_browning_jr,[],"Christopher G. Browning, Jr.",A,,2012
j__john_g_roberts_jr,[],"John G. Roberts, Jr.",J,justice,2013
paul_d_clement,[],Paul D. Clement,A,,2013
j__sonia_sotomayor,[],Sonia Sotomayor,J,justice,2013
j__stephen_g_breyer,[],Stephen G. Breyer,J,justice,2013
j__elena_kagan,[],Elena Kagan,J,justice,2013
j__samuel_a_alito_jr,[],"Samuel A. Alito, Jr.",J,justice,2013
j__anthony_m_kennedy,[],Anthony M. Kennedy,J,justice,2013
malcolm_l_stewart,[],Malcolm L. Stewart,A,,2013
j__ruth_bader_ginsburg,[],Ruth Bader Ginsburg,J,justice,2013
david_c_frederick,[],David C. Frederick,A,,2013
j__antonin_scalia,[],Antonin Scalia,J,justice,2013
richard_d_dietz,[],Richard D Dietz,A,,2013
joseph_r_palmore,[],Joseph R. Palmore,A,,2013
jonathan_f_cohn,[],Jonathan F. Cohn,A,,2013
eric_j_feigin,[],Eric J. Feigin,A,,2013
kevin_k_russell,[],Kevin K. Russell,A,,2013
carter_g_phillips,[],Carter G. Phillips,A,,2013
mark_a_perry,[],Mark A. Perry,A,,2013
donald_b_verrilli_jr,[],"Donald B. Verrilli, Jr.",A,,2013
jonathan_i_blackman,[],Jonathan I. Blackman,A,,2013
edwin_s_kneedler,[],Edwin S. Kneedler,A,,2013
theodore_b_olson,[],Theodore B. Olson,A,,2013
william_s_hastings,[],William S. Hastings,A,,2013
william_r_allensworth,[],William R. Allensworth,A,,2013
thomas_goldstein,[],Thomas Goldstein,A,,2013
ginger_d_anders,[],Ginger D. Anders,A,,2013
steven_j_lechner,[],Steven J Lechner,A,,2013
anthony_a_yang,[],Anthony A. Yang,A,,2013
angela_l_campbell,[],Angela L. Campbell,A,,2013
benjamin_j_horwich,[],Benjamin J. Horwich,A,,2013
john_j_bursch,[],John J. Bursch,A,,2013
ann_oconnell,[],Ann O'Connell Adams,A,,2013
valerie_r_newman,[],Valerie R. Newman,A,,2013
elaine_j_goldenberg,[],Elaine J. Goldenberg,A,,2013
thomas_c_goldstein,[],Thomas C. Goldstein,A,,2013
<INAUDIBLE>,[],<INAUDIBLE>,U,inaudible,2013
thomas_h_dupree_jr,[],Thomas H. Dupree Jr.,A,,2013
kevin_russell,[],Kevin Russell,A,,2013
jonathan_f_mitchell,[],Jonathan F. Mitchell,A,,2013
peter_keisler,[],Peter Keisler,A,,2013
john_pottow,[],John Pottow,A,,2013
curtis_e_gannon,[],Curtis E. Gannon,A,,2013
jeffrey_l_fisher,[],Jeffrey L. Fisher,A,,2013
louis_w_karlin,[],Louis W. Karlin,A,,2013
robert_a_long_jr,[],"Robert A. Long, Jr.",A,,2013
